City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,poya,-21.35,165.15,28.57,58,63,3.28,NC,1679447792
364,san antonio,29.4241,-98.4936,21.75,91,100,5.66,US,1679447793
365,ucluelet,48.9329,-125.5528,10.05,81,54,1.79,CA,1679447710
366,buzdyak,54.5833,54.55,1.46,81,100,4.93,RU,1679447793
367,thunder bay,48.4001,-89.3168,-7.37,85,100,3.84,CA,1679447710
368,lagoa,39.05,-27.9833,15.46,91,100,6.96,PT,1679447794
369,luanda,-8.8368,13.2343,26.0,83,20,2.57,AO,1679447796
370,sola,-13.8833,167.55,27.16,70,100,1.86,VU,1679447796
371,hasaki,35.7333,140.8333,20.22,74,0,4.34,JP,1679447797
372,kolpashevo,58.3131,82.9089,-11.71,94,43,3.79,RU,1679447797
373,oskemen,49.9565,82.6119,-16.02,71,60,2.0,KZ,1679447798
374,bayreuth,49.9481,11.5783,8.04,89,26,1.98,DE,1679447798
375,kerema,-7.9631,145.7785,29.29,66,87,2.09,PG,1679447799
376,foumbot,5.5079,10.6356,17.76,95,100,1.99,CM,1679447799
377,riyadh,24.6877,46.7219,15.08,36,0,2.9,SA,1679447800
378,bengkulu,-3.8004,102.2655,25.73,85,95,1.0,ID,1679447800
379,jefferson city,38.5767,-92.1735,7.16,82,100,4.12,US,1679447676
380,kapit,2.0167,112.9333,24.59,93,100,0.53,MY,1679447801
381,gamba,-2.65,10.0,25.73,83,100,1.24,GA,1679447801
382,nelson bay,-32.7167,152.15,27.27,66,24,4.47,AU,1679447802
383,lebanon,36.2081,-86.2911,9.97,80,100,2.06,US,1679447799
384,mae sot,16.7167,98.5667,25.79,69,5,2.06,TH,1679447802
385,gerash,27.6652,54.1371,9.08,62,0,2.94,IR,1679447803
386,saveh,35.0213,50.3566,9.65,69,100,5.88,IR,1679447803
387,wadi musa,30.3222,35.4793,7.26,62,75,1.35,JO,1679447803
388,mananjary,-21.2167,48.3333,23.04,92,71,0.95,MG,1679447804
389,araci,-11.3333,-38.9667,22.6,92,87,1.85,BR,1679447804
390,peniche,39.3558,-9.3811,11.92,93,99,3.11,PT,1679447805
391,harper,4.375,-7.7169,26.4,85,99,3.7,LR,1679447805
392,san quintin,30.4833,-115.95,14.96,96,100,4.24,MX,1679447805
393,saint-pierre,-21.3393,55.4781,24.2,83,100,3.6,RE,1679447806
394,port-cartier,50.0334,-66.8654,-4.18,77,8,4.04,CA,1679447806
395,mehamn,71.0357,27.8492,-6.05,53,100,3.6,NO,1679447807
396,chapais,49.7834,-74.8492,-13.12,98,100,1.35,CA,1679447807
397,whitehorse,60.7161,-135.0538,2.23,51,100,6.71,CA,1679447708
398,ballina,-28.8667,153.5667,25.01,85,100,4.81,AU,1679447808
399,mokhsogollokh,61.4681,128.9203,-24.25,95,99,1.16,RU,1679447809
400,namibe,-15.1961,12.1522,22.42,75,94,2.77,AO,1679447809
401,moura,38.1401,-7.4486,10.06,87,0,1.2,PT,1679447809
402,mahajanga,-15.7167,46.3167,25.01,94,40,1.54,MG,1679447810
403,nuevo ideal,24.8875,-105.0728,19.53,18,0,5.03,MX,1679447810
404,port augusta,-32.5,137.7667,27.65,39,2,3.77,AU,1679447811
405,latung,5.5,120.8833,27.22,77,100,2.98,PH,1679447811
406,meulaboh,4.1363,96.1285,25.8,83,65,1.53,ID,1679447812
407,puri,19.8,85.85,22.29,76,24,3.04,IN,1679447812
408,kieta,-6.2167,155.6333,29.64,58,79,2.77,PG,1679447812
409,mortara,45.2473,8.7355,12.96,77,100,0.64,IT,1679447813
410,pineville,31.3224,-92.4343,19.02,71,100,6.17,US,1679447813
411,mount isa,-20.7333,139.5,30.87,51,40,5.14,AU,1679447814
412,kurchum,48.5722,83.6542,-13.76,77,100,1.14,KZ,1679447814
413,galapagar,40.5783,-4.0043,13.27,59,10,1.79,ES,1679447815
414,kishapu,-3.6167,33.8667,17.49,91,96,1.29,TZ,1679447815
415,farmington,36.7281,-108.2187,6.38,89,100,4.47,US,1679447626
416,imuris,30.7833,-110.8667,18.79,48,98,9.2,MX,1679447816
417,palmas bellas,9.2319,-80.0867,25.9,81,57,6.24,PA,1679447816
418,iqaluit,63.7506,-68.5145,-25.15,83,20,1.03,CA,1679447816
419,rocha,-34.4833,-54.3333,16.47,64,100,1.68,UY,1679447817
420,eldorado,-23.7869,-54.2836,22.57,87,0,1.25,BR,1679447683
421,thung song,8.1645,99.6804,25.57,75,100,1.22,TH,1679447818
422,gallup,35.5281,-108.7426,3.91,92,100,2.57,US,1679447818
423,seoul,37.5683,126.9778,14.66,28,85,1.16,KR,1679447648
424,safford,32.834,-109.7076,21.51,33,100,3.09,US,1679447819
425,devils lake,48.1128,-98.8651,-6.01,81,100,6.69,US,1679447820
426,abeokuta,7.15,3.35,24.14,86,100,3.87,NG,1679447820
427,verkhoyansk,67.5447,133.385,-23.27,92,100,2.29,RU,1679447821
428,russell,32.3502,-85.1999,13.57,61,0,0.0,US,1679447821
429,paita,-5.0892,-81.1144,26.43,79,61,6.92,PE,1679447822
430,northview,43.0456,-85.6006,8.57,51,100,2.06,US,1679447823
431,mugla,37.2303,28.3557,8.89,71,100,1.28,TR,1679447544
432,puerto quijarro,-17.7833,-57.7667,22.33,98,100,1.65,BO,1679447823
433,beaverlodge,55.2166,-119.4361,-1.55,94,8,1.54,CA,1679447709
434,oranjemund,-28.55,16.4333,16.9,95,91,5.41,NA,1679447824
435,greer,34.9387,-82.2271,11.9,41,0,2.57,US,1679447825
436,jiuquan,39.7432,98.5174,3.56,29,99,1.61,CN,1679447825
437,nkhotakota,-12.9274,34.2961,22.35,92,100,5.37,MW,1679447826
438,college,64.8569,-147.8028,1.97,42,75,1.54,US,1679447826
439,marsh harbour,26.5412,-77.0636,22.57,64,13,7.41,BS,1679447827
440,san patricio,28.017,-97.5169,22.16,92,72,7.01,US,1679447827
441,gornopravdinsk,60.05,69.9,-0.5,98,100,4.01,RU,1679447827
442,salme,28.0369,85.0942,10.16,74,67,1.82,NP,1679447828
443,tecoanapa,16.5167,-98.75,27.05,66,100,2.66,MX,1679447828
444,macas,-2.3167,-78.1167,19.78,98,100,1.31,EC,1679447582
445,thinadhoo,0.5333,72.9333,27.4,78,100,3.87,MV,1679447829
446,doha,25.2867,51.5333,19.99,61,0,1.54,QA,1679447830
447,waipawa,-41.4122,175.5153,9.86,79,100,10.12,NZ,1679447831
448,xichang,27.8964,102.2634,13.63,57,6,1.86,CN,1679447831
449,kathmandu,27.7167,85.3167,13.12,85,40,0.0,NP,1679447754
450,north bend,43.4065,-124.2243,17.36,82,0,9.26,US,1679447710
451,shu,43.5983,73.7614,4.02,75,100,1.2,KZ,1679447832
452,cedar rapids,42.0083,-91.6441,8.52,71,0,6.17,US,1679447736
453,nsanje,-16.92,35.262,20.95,95,19,0.83,MW,1679447833
454,aden,12.7794,45.0367,26.48,84,8,6.16,YE,1679447833
455,obo,5.3998,26.4869,21.35,70,40,1.41,CF,1679447834
456,canmore,51.0834,-115.3521,3.71,22,7,1.03,CA,1679447834
457,omsukchan,62.5333,155.8,-21.99,85,76,2.28,RU,1679447835
458,kumano,34.3442,132.5894,14.65,83,99,1.66,JP,1679447835
459,lodja,-3.4833,23.4333,19.35,98,100,1.0,CD,1679447836
460,isla mujeres,21.2311,-86.731,23.03,74,34,5.77,MX,1679447836
461,shirokiy,49.758,129.523,3.65,85,98,5.78,RU,1679447837
462,hualmay,-11.0964,-77.6139,24.72,73,100,3.98,PE,1679447837
463,hollabrunn,48.55,16.0833,12.78,79,100,0.91,AT,1679447838
464,coquimbo,-29.9533,-71.3436,17.85,94,100,1.54,CL,1679447597
465,warangal,18.0,79.5833,22.44,87,6,3.82,IN,1679447787
466,pocatello,42.8713,-112.4455,2.95,70,20,5.66,US,1679447839
467,sorong,-0.8833,131.25,27.13,79,100,2.28,ID,1679447840
468,ambilobe,-13.2,49.05,22.15,97,100,1.73,MG,1679447843
469,trinidad,-14.8333,-64.9,23.14,96,100,0.35,BO,1679447844
470,flin flon,54.7682,-101.865,-8.04,95,100,3.07,CA,1679447844
471,lincoln,40.8,-96.667,8.43,89,100,4.63,US,1679447677
472,leh,34.1667,77.5833,-7.28,94,98,1.49,IN,1679447640
473,khandbari,27.3747,87.2039,13.64,74,54,1.31,NP,1679447845
474,chimoio,-19.1164,33.4833,15.73,96,0,0.84,MZ,1679447846
475,rapar,23.5667,70.6333,22.76,72,0,2.68,IN,1679447846
476,flinders,-34.5833,150.8552,22.32,77,98,3.13,AU,1679447847
477,inongo,-1.95,18.2667,22.25,89,24,2.01,CD,1679447847
478,payo,-3.7508,103.6372,25.34,89,100,0.46,ID,1679447848
479,innisfail,-17.5333,146.0333,27.32,73,100,5.79,AU,1679447848
480,kupang,-10.1667,123.5833,29.32,84,20,2.57,ID,1679447849
481,vostok,46.4856,135.8833,8.15,66,100,1.4,RU,1679447849
482,novo aripuana,-5.1206,-60.3797,23.07,97,99,1.02,BR,1679447850
483,rovaniemi,66.5,25.7167,-6.33,86,0,2.06,FI,1679447850
484,praia,14.9215,-23.5087,21.3,73,20,5.66,CV,1679447851
485,ayan,56.45,138.1667,-11.43,61,100,4.56,RU,1679447851
486,eyl,7.9803,49.8164,27.24,83,9,3.58,SO,1679447852
487,california city,35.1258,-117.9859,7.41,88,40,7.2,US,1679447853
488,gonen,40.1049,27.654,11.12,35,100,1.74,TR,1679447853
489,curaca,-8.9903,-39.9094,25.06,68,86,2.79,BR,1679447854
490,kenai,60.5544,-151.2583,5.05,57,100,2.57,US,1679447855
491,schweinfurt,50.05,10.2333,7.57,93,100,2.66,DE,1679447855
492,eureka,40.8021,-124.1637,12.34,82,100,1.26,US,1679447856
493,yabelo,4.8833,38.0833,15.74,76,38,0.91,ET,1679447856
494,bridgetown,13.1,-59.6167,25.27,78,40,7.72,BB,1679447857
495,laguna,38.421,-121.4238,13.94,70,75,9.26,US,1679447660
496,champerico,14.3,-91.9167,28.45,72,1,2.92,GT,1679447857
497,besikduzu,41.052,39.2284,5.94,82,10,1.79,TR,1679447858
498,dapitan,8.6464,123.4208,27.11,79,67,5.59,PH,1679447858
499,yulara,-25.2406,130.9889,32.55,21,0,4.58,AU,1679447858
500,ouesso,1.6136,16.0517,20.92,96,89,0.97,CG,1679447859
501,bodden town,19.2833,-81.25,27.0,89,75,6.17,KY,1679447859
502,turukhansk,65.8167,87.9833,-7.03,93,100,13.01,RU,1679447860
503,zadonsk,52.3904,38.9261,2.17,88,31,2.93,RU,1679447860
504,powell,40.1578,-83.0752,11.82,34,100,2.06,US,1679447629
505,hilton head island,32.2163,-80.7526,14.99,77,0,3.09,US,1679447861
506,sibolga,1.7427,98.7792,25.84,86,100,0.78,ID,1679447862
507,brewster,41.3973,-73.6171,12.06,48,0,0.0,US,1679447862
508,mpulungu,-8.7623,31.1141,20.38,94,100,0.43,ZM,1679447862
509,anadyr,64.75,177.4833,-20.56,83,100,17.0,RU,1679447863
510,bad liebenwerda,51.5167,13.4,12.38,89,100,3.47,DE,1679447863
511,sao filipe,14.8961,-24.4956,21.48,77,33,3.52,CV,1679447864
512,beloha,-25.1667,45.05,22.0,93,43,4.74,MG,1679447864
513,cairns,-16.9167,145.7667,30.59,85,75,5.66,AU,1679447865
514,kutum,14.2,24.6667,18.99,16,11,2.52,SD,1679447866
515,townsville,-19.25,146.8,27.49,65,75,5.66,AU,1679447866
516,birin,26.8865,88.0718,10.26,78,85,1.21,NP,1679447867
517,vestmannaeyjar,63.4427,-20.2734,2.37,75,100,7.52,IS,1679447867
518,lazaro cardenas,17.9583,-102.2,26.03,64,0,3.18,MX,1679447868
519,juye,35.3947,116.0883,15.29,74,100,3.0,CN,1679447868
520,tarko-sale,64.9225,77.785,-1.54,96,100,11.87,RU,1679447869
521,nago,26.5881,127.9761,25.25,87,100,4.3,JP,1679447869
522,port lincoln,-34.7333,135.8667,19.61,71,33,5.09,AU,1679447869
523,trairi,-3.2778,-39.2689,24.74,85,96,1.49,BR,1679447870
524,fukue,32.6881,128.8419,18.2,82,75,3.09,JP,1679447870
525,spearfish,44.4908,-103.8594,-1.52,72,100,7.2,US,1679447816
526,joshimath,30.5667,79.5667,3.12,77,57,3.8,IN,1679447871
527,galle,6.0367,80.217,24.54,86,100,1.67,LK,1679447871
528,japura,-0.3167,102.35,25.96,83,100,0.28,ID,1679447872
529,banda aceh,5.5577,95.3222,26.98,74,6,1.1,ID,1679447872
530,amapa,1.0,-52.0,21.44,95,99,0.83,BR,1679447872
531,njombe,-9.3333,34.7667,12.36,97,100,0.93,TZ,1679447873
532,sioux lookout,50.1001,-91.917,-3.96,36,100,3.09,CA,1679447874
533,voi,-3.3945,38.563,22.45,84,100,2.62,KE,1679447874
534,murgab,37.4966,61.9714,12.93,58,75,5.14,TM,1679447875
535,lasa,46.6166,10.7002,7.23,85,100,0.85,IT,1679447875
536,mopti,14.6667,-4.0,26.97,13,0,3.92,ML,1679447876
537,dudinka,69.4058,86.1778,-5.21,94,100,9.06,RU,1679447877
538,bud,39.447,-86.1758,7.68,80,100,2.85,US,1679447877
539,sri aman,1.2376,111.4621,25.03,94,20,0.0,MY,1679447877
540,nakhon phanom,17.3333,104.4167,30.82,41,2,3.2,TH,1679447878
541,rudiskes,54.5167,24.8333,4.15,90,31,1.81,LT,1679447878
542,rio cuarto,-33.1307,-64.3499,18.71,94,75,1.54,AR,1679447879
543,guaruja,-23.9931,-46.2564,24.69,90,3,0.85,BR,1679447879
544,shaunavon,49.6501,-108.4181,-12.12,98,91,0.58,CA,1679447879
545,mandalgovi,45.7625,106.2708,-15.95,58,12,6.64,MN,1679447880
546,dahuk,36.8695,42.994,9.12,87,100,1.11,IQ,1679447880
547,kristianstad,56.0313,14.1524,8.08,100,100,2.57,SE,1679447881
548,san ramon,37.7799,-121.978,9.21,90,100,10.8,US,1679447708
549,dawlatabad,36.4141,64.9053,14.96,55,100,2.39,AF,1679447881
550,voh,-20.9667,164.7,29.09,56,100,2.27,NC,1679447882
551,erenhot,43.6475,111.9767,-8.06,23,0,12.01,CN,1679447882
552,dingle,10.9995,122.6711,28.18,69,12,3.95,PH,1679447883
553,micheweni,-4.9667,39.8333,26.44,83,100,5.87,TZ,1679447883
554,husavik,66.0449,-17.3389,-3.47,83,100,11.29,IS,1679447884
555,kungurtug,50.5994,97.5228,-21.45,91,99,0.42,RU,1679447884
556,ughelli,5.4899,6.0074,22.17,95,100,2.04,NG,1679447885
557,kambove,-10.8764,26.5969,14.97,97,99,0.61,CD,1679447886
558,kavieng,-2.5744,150.7967,29.25,62,23,1.86,PG,1679447886
559,tivaouane,14.9515,-16.8129,20.19,85,0,5.46,SN,1679447886
560,paharpur,32.1038,70.9724,16.29,82,100,2.41,PK,1679447887
561,nchelenge,-9.3451,28.734,19.93,88,100,1.78,ZM,1679447888
562,buta,2.7858,24.73,19.52,91,100,0.6,CD,1679447889
563,pingxiang,27.6167,113.85,16.27,99,100,1.53,CN,1679447890
564,bage,-31.3314,-54.1069,19.88,94,0,3.6,BR,1679447890
565,parati,-23.2178,-44.7131,23.69,94,69,1.22,BR,1679447891
566,otaru,43.1894,141.0022,9.98,61,10,1.93,JP,1679447645
567,pahrump,36.2083,-115.9839,12.36,59,86,4.92,US,1679447891
568,charters towers,-20.1,146.2667,28.26,44,5,7.39,AU,1679447892
